17896,0,180
22072,0,192
17684,0,196
17808,0,7120,4008,4080,2252,3868
300,0,7176
7200,0,1144,808,812,924,788,792,800,1032,1108
1192,0,7204
1184,0,7204
1296,0,3316
1908,0,772
784,0,1912,3828,3976,2712
1828,0,3452
17108,0,16920
17028,0,3604,836,852,944,960,1056
716,0,3608
16800,0,3612,904,1012
3824,0,772
3972,0,772
2708,0,772
3580,0,7244
292,0,7204,848,956,1052,1120
10916,1,11572
11076,0,864,972,1068
13216,0,876,984
8980,0,888,996
15044,0,900,1008
16848,0,904,1012
920,0,7204
17152,0,15812
17868,0,2276
1028,0,7204
788,0,7204
796,0,7204
804,0,7204
12812,0,1080
1104,0,7204
1140,0,7204
7168,0,232
244,0,212
22308,0,17360
17424,0,22312
22224,0,17336
