3476,0,180,520,9144,9500,8976
7868,0,192
3372,0,196
368,0,1464
468,0,1472,500
3448,0,736,752,840,876
536,0,824
644,0,1508,1524
14328,0,12024,11620
2600,0,12636
12672,0,11872,11888
11952,0,12048
14332,0,12272,13984
12212,0,9108,11360
9168,0,9564
9540,0,9252,9264,9276
9040,0,9296,9312,9328
9348,0,6160
2232,0,14136
14172,0,11192
11180,0,11340
2316,0,14208
14244,0,11448
11320,0,7616
7692,0,4156
11500,0,4000,4444,4500
5180,1,5400
4800,0,3540
3652,0,4804,5884,5032,3928
4964,0,5652
5880,0,3540
3536,0,3616
5700,0,4524
4216,0,6184
6196,0,1548,1572,1596,1624
5028,0,3540
8668,0,13432
2540,0,13700
13736,0,8672
8288,0,7232,13928
7264,0,3616
1440,0,232
244,0,212
8104,0,3048
3112,0,8108
8020,0,3024
3036,0,9044
11072,0,13812
13948,0,13652
2152,0,13772
13808,0,13952
9588,0,14036
9592,0,14044
13864,0,11076
11044,0,3040
